organization,year,pubs,trailingpubs,rank,rank_unique
"Massachusetts, U. of - Boston",2015,1,1,190,291
"Massachusetts, U. of - Boston",2016,0,1,199,220
"Massachusetts, U. of - Boston",2017,0,1,215,221
"Massachusetts, U. of - Boston",2018,1,1,217,263
"Massachusetts, U. of - Dartmouth",1990,0,0,99,492
"Massachusetts, U. of - Dartmouth",1991,0,0,141,264
"Massachusetts, U. of - Dartmouth",1992,0,0,165,398
"Massachusetts, U. of - Dartmouth",1993,0,0,159,251
"Massachusetts, U. of - Dartmouth",1994,0,0,164,431
"Massachusetts, U. of - Dartmouth",1995,0,0,164,441
"Massachusetts, U. of - Dartmouth",1996,0,0,171,441
"Massachusetts, U. of - Dartmouth",1997,1,1,100,118
"Massachusetts, U. of - Dartmouth",1998,0,1,108,188
"Massachusetts, U. of - Dartmouth",1999,0,1,111,127
"Massachusetts, U. of - Dartmouth",2000,0,0,203,233
"Massachusetts, U. of - Dartmouth",2001,0,0,191,636
"Massachusetts, U. of - Dartmouth",2002,0,0,187,658
"Massachusetts, U. of - Dartmouth",2003,0,0,193,456
"Massachusetts, U. of - Dartmouth",2004,0,0,205,637
"Massachusetts, U. of - Dartmouth",2005,0,0,209,337
"Massachusetts, U. of - Dartmouth",2006,0,0,211,294
"Massachusetts, U. of - Dartmouth",2007,0,0,224,375
"Massachusetts, U. of - Dartmouth",2008,0,0,253,373
"Massachusetts, U. of - Dartmouth",2009,0,0,288,652
"Massachusetts, U. of - Dartmouth",2010,0,0,299,353
"Massachusetts, U. of - Dartmouth",2011,0,0,302,451
"Massachusetts, U. of - Dartmouth",2012,0,0,295,354
"Massachusetts, U. of - Dartmouth",2013,0,0,302,626
"Massachusetts, U. of - Dartmouth",2014,0,0,298,425
"Massachusetts, U. of - Dartmouth",2015,0,0,306,422
"Massachusetts, U. of - Dartmouth",2016,0,0,325,402
"Massachusetts, U. of - Dartmouth",2017,0,0,344,542
"Massachusetts, U. of - Dartmouth",2018,0,0,360,476
"Massachusetts, U. of - Lowell",1990,0,0,99,261
"Massachusetts, U. of - Lowell",1991,0,0,141,595
"Massachusetts, U. of - Lowell",1992,0,0,165,172
"Massachusetts, U. of - Lowell",1993,0,0,159,272
"Massachusetts, U. of - Lowell",1994,0,0,164,240
"Massachusetts, U. of - Lowell",1995,0,0,164,468
"Massachusetts, U. of - Lowell",1996,0,0,171,311
"Massachusetts, U. of - Lowell",1997,0,0,180,605
"Massachusetts, U. of - Lowell",1998,0,0,194,532
"Massachusetts, U. of - Lowell",1999,0,0,202,604
"Massachusetts, U. of - Lowell",2000,0,0,203,368
"Massachusetts, U. of - Lowell",2001,0,0,191,428
"Massachusetts, U. of - Lowell",2002,0,0,187,570
"Massachusetts, U. of - Lowell",2003,0,0,193,348
"Massachusetts, U. of - Lowell",2004,0,0,205,575
"Massachusetts, U. of - Lowell",2005,0,0,209,291
"Massachusetts, U. of - Lowell",2006,0,0,211,330
"Massachusetts, U. of - Lowell",2007,0,0,224,448
"Massachusetts, U. of - Lowell",2008,0,0,253,620
"Massachusetts, U. of - Lowell",2009,0,0,288,561
"Massachusetts, U. of - Lowell",2010,0,0,299,561
"Massachusetts, U. of - Lowell",2011,0,0,302,440
"Massachusetts, U. of - Lowell",2012,0,0,295,510
"Massachusetts, U. of - Lowell",2013,0,0,302,308
"Massachusetts, U. of - Lowell",2014,0,0,298,341
"Massachusetts, U. of - Lowell",2015,0,0,306,648
"Massachusetts, U. of - Lowell",2016,1,1,199,281
"Massachusetts, U. of - Lowell",2017,0,1,215,334
"Massachusetts, U. of - Lowell",2018,0,1,217,314
"Massey University - New Zealand",1990,0,0,99,526
"Massey University - New Zealand",1991,0,0,141,269
"Massey University - New Zealand",1992,0,0,165,416
"Massey University - New Zealand",1993,0,0,159,439
"Massey University - New Zealand",1994,0,0,164,621
"Massey University - New Zealand",1995,0,0,164,309
"Massey University - New Zealand",1996,0,0,171,335
"Massey University - New Zealand",1997,0,0,180,465
"Massey University - New Zealand",1998,1,1,108,149
"Massey University - New Zealand",1999,0,1,111,133
"Massey University - New Zealand",2000,0,1,103,152
"Massey University - New Zealand",2001,0,0,191,286
"Massey University - New Zealand",2002,0,0,187,338
"Massey University - New Zealand",2003,0,0,193,251
"Massey University - New Zealand",2004,0,0,205,502
"Massey University - New Zealand",2005,0,0,209,494
"Massey University - New Zealand",2006,0,0,211,412
"Massey University - New Zealand",2007,0,0,224,414
"Massey University - New Zealand",2008,2,2,115,129
"Massey University - New Zealand",2009,1,3,102,102
"Massey University - New Zealand",2010,0,3,107,116
"Massey University - New Zealand",2011,1,2,140,158
"Massey University - New Zealand",2012,2,3,124,131
"Massey University - New Zealand",2013,0,3,118,120
"Massey University - New Zealand",2014,0,2,137,180
"Massey University - New Zealand",2015,0,0,306,566
"Massey University - New Zealand",2016,0,0,325,436
"Massey University - New Zealand",2017,0,0,344,588
"Massey University - New Zealand",2018,0,0,360,367
"Max Stern Yezreel Valley College",1990,0,0,99,334
"Max Stern Yezreel Valley College",1991,0,0,141,232
"Max Stern Yezreel Valley College",1992,0,0,165,658
"Max Stern Yezreel Valley College",1993,0,0,159,623
"Max Stern Yezreel Valley College",1994,0,0,164,327
"Max Stern Yezreel Valley College",1995,0,0,164,563
"Max Stern Yezreel Valley College",1996,0,0,171,336
"Max Stern Yezreel Valley College",1997,0,0,180,623
"Max Stern Yezreel Valley College",1998,0,0,194,565
"Max Stern Yezreel Valley College",1999,0,0,202,595
"Max Stern Yezreel Valley College",2000,0,0,203,429
"Max Stern Yezreel Valley College",2001,0,0,191,315
"Max Stern Yezreel Valley College",2002,0,0,187,345
"Max Stern Yezreel Valley College",2003,0,0,193,463
"Max Stern Yezreel Valley College",2004,0,0,205,517
"Max Stern Yezreel Valley College",2005,0,0,209,550
"Max Stern Yezreel Valley College",2006,0,0,211,372
"Max Stern Yezreel Valley College",2007,0,0,224,523
"Max Stern Yezreel Valley College",2008,0,0,253,476
"Max Stern Yezreel Valley College",2009,0,0,288,616
"Max Stern Yezreel Valley College",2010,0,0,299,426
"Max Stern Yezreel Valley College",2011,0,0,302,317
"Max Stern Yezreel Valley College",2012,0,0,295,413
"Max Stern Yezreel Valley College",2013,0,0,302,372
"Max Stern Yezreel Valley College",2014,0,0,298,616
"Max Stern Yezreel Valley College",2015,0,0,306,507
"Max Stern Yezreel Valley College",2016,0,0,325,547
"Max Stern Yezreel Valley College",2017,1,1,215,235
"Max Stern Yezreel Valley College",2018,0,1,217,273
"McGill University",1990,0,0,99,529
"McGill University",1991,0,0,141,550
"McGill University",1992,0,0,165,533
"McGill University",1993,0,0,159,178
"McGill University",1994,1,1,84,92
"McGill University",1995,1,2,57,74
"McGill University",1996,1,3,48,55
"McGill University",1997,1,3,50,55
"McGill University",1998,0,2,65,69
"McGill University",1999,3,4,52,64
"McGill University",2000,1,4,53,61
"McGill University",2001,1,5,46,46
"McGill University",2002,1,3,63,71
"McGill University",2003,3,5,55,55
"McGill University",2004,3,7,47,51
"McGill University",2005,1,7,43,49
"McGill University",2006,2,6,45,54
"McGill University",2007,3,6,55,61
"McGill University",2008,2,7,53,58
"McGill University",2009,5,10,46,50
"McGill University",2010,4,11,41,43
"McGill University",2011,2,11,41,42
"McGill University",2012,3,9,58,61
"McGill University",2013,3,8,67,70
"McGill University",2014,1,7,68,70
"McGill University",2015,3,7,73,75
"McGill University",2016,1,5,91,93
"McGill University",2017,2,6,83,88
"McGill University",2018,3,6,84,96
"McMaster University",1990,0,0,99,370
"McMaster University",1991,0,0,141,408
"McMaster University",1992,0,0,165,333
"McMaster University",1993,0,0,159,389
"McMaster University",1994,0,0,164,478
"McMaster University",1995,0,0,164,539
"McMaster University",1996,1,1,87,107
"McMaster University",1997,0,1,100,165
"McMaster University",1998,0,1,108,119
"McMaster University",1999,0,0,202,350
"McMaster University",2000,0,0,203,642
"McMaster University",2001,0,0,191,408
"McMaster University",2002,0,0,187,625
"McMaster University",2003,0,0,193,262
"McMaster University",2004,0,0,205,428
"McMaster University",2005,0,0,209,557
"McMaster University",2006,0,0,211,609
"McMaster University",2007,0,0,224,273
"McMaster University",2008,2,2,115,125
"McMaster University",2009,1,3,102,110
"McMaster University",2010,0,3,107,123
"McMaster University",2011,0,1,183,240
"McMaster University",2012,2,2,142,165
"McMaster University",2013,1,3,118,128
"McMaster University",2014,0,3,122,126
"McMaster University",2015,0,1,190,245
"McMaster University",2016,0,0,325,452
"McMaster University",2017,0,0,344,577
"McMaster University",2018,1,1,217,222
"Melbourne, University of",1990,0,0,99,120
"Melbourne, University of",1991,0,0,141,403
"Melbourne, University of",1992,0,0,165,281
"Melbourne, University of",1993,0,0,159,604
"Melbourne, University of",1994,0,0,164,473
"Melbourne, University of",1995,0,0,164,293
"Melbourne, University of",1996,0,0,171,591
"Melbourne, University of",1997,0,0,180,362
"Melbourne, University of",1998,0,0,194,639
"Melbourne, University of",1999,0,0,202,589
"Melbourne, University of",2000,0,0,203,511
"Melbourne, University of",2001,1,1,111,182
"Melbourne, University of",2002,0,1,113,141
"Melbourne, University of",2003,0,1,115,134
"Melbourne, University of",2004,0,0,205,459
"Melbourne, University of",2005,0,0,209,472
"Melbourne, University of",2006,1,1,130,151
"Melbourne, University of",2007,0,1,134,192
"Melbourne, University of",2008,1,2,115,133
"Melbourne, University of",2009,0,1,169,240
"Melbourne, University of",2010,1,2,132,135
"Melbourne, University of",2011,3,4,99,115
"Melbourne, University of",2012,5,9,58,65
"Melbourne, University of",2013,1,9,62,66
"Melbourne, University of",2014,1,7,68,74
"Melbourne, University of",2015,3,5,94,107
"Melbourne, University of",2016,6,10,48,53
"Melbourne, University of",2017,4,13,40,41
"Melbourne, University of",2018,3,13,41,42
"Memorial University of Newfoundland",1990,0,0,99,482
"Memorial University of Newfoundland",1991,0,0,141,494
"Memorial University of Newfoundland",1992,0,0,165,246
"Memorial University of Newfoundland",1993,0,0,159,217
"Memorial University of Newfoundland",1994,0,0,164,586
"Memorial University of Newfoundland",1995,0,0,164,176
"Memorial University of Newfoundland",1996,0,0,171,618
"Memorial University of Newfoundland",1997,0,0,180,417
"Memorial University of Newfoundland",1998,0,0,194,293
"Memorial University of Newfoundland",1999,0,0,202,382
"Memorial University of Newfoundland",2000,0,0,203,212
"Memorial University of Newfoundland",2001,0,0,191,559
"Memorial University of Newfoundland",2002,0,0,187,222
"Memorial University of Newfoundland",2003,0,0,193,326
"Memorial University of Newfoundland",2004,0,0,205,338
"Memorial University of Newfoundland",2005,1,1,133,161
"Memorial University of Newfoundland",2006,0,1,130,203
"Memorial University of Newfoundland",2007,0,1,134,197
"Memorial University of Newfoundland",2008,1,1,149,179
"Memorial University of Newfoundland",2009,0,1,169,256
"Memorial University of Newfoundland",2010,0,1,178,236
"Memorial University of Newfoundland",2011,0,0,302,512
"Memorial University of Newfoundland",2012,0,0,295,333
"Memorial University of Newfoundland",2013,0,0,302,387
"Memorial University of Newfoundland",2014,0,0,298,658
"Memorial University of Newfoundland",2015,0,0,306,575
"Memorial University of Newfoundland",2016,0,0,325,438
"Memorial University of Newfoundland",2017,0,0,344,391
"Memorial University of Newfoundland",2018,0,0,360,419
"Memphis, U. of - Memphis",1990,1,1,40,43
"Memphis, U. of - Memphis",1991,0,1,65,71
"Memphis, U. of - Memphis",1992,1,2,59,64
"Memphis, U. of - Memphis",1993,0,1,81,98
"Memphis, U. of - Memphis",1994,0,1,84,89
"Memphis, U. of - Memphis",1995,0,0,164,368
"Memphis, U. of - Memphis",1996,0,0,171,508
"Memphis, U. of - Memphis",1997,0,0,180,645
"Memphis, U. of - Memphis",1998,0,0,194,480
"Memphis, U. of - Memphis",1999,1,1,111,132
"Memphis, U. of - Memphis",2000,0,1,103,117
"Memphis, U. of - Memphis",2001,1,2,81,105
"Memphis, U. of - Memphis",2002,0,1,113,158
"Memphis, U. of - Memphis",2003,0,1,115,116
"Memphis, U. of - Memphis",2004,1,1,122,139
"Memphis, U. of - Memphis",2005,1,2,99,131
"Memphis, U. of - Memphis",2006,0,2,97,122
"Memphis, U. of - Memphis",2007,0,1,134,139
"Memphis, U. of - Memphis",2008,0,0,253,605
"Memphis, U. of - Memphis",2009,1,1,169,276
"Memphis, U. of - Memphis",2010,0,1,178,269
"Memphis, U. of - Memphis",2011,0,1,183,288
"Memphis, U. of - Memphis",2012,0,0,295,514
"Memphis, U. of - Memphis",2013,1,1,188,246
"Memphis, U. of - Memphis",2014,0,1,182,245
"Memphis, U. of - Memphis",2015,1,2,136,154
"Memphis, U. of - Memphis",2016,1,2,149,198
"Memphis, U. of - Memphis",2017,0,2,162,165
"Memphis, U. of - Memphis",2018,1,2,168,213
"Merage School of Business",1990,0,0,99,116
"Merage School of Business",1991,0,0,141,147
"Merage School of Business",1992,0,0,165,492
"Merage School of Business",1993,0,0,159,445
"Merage School of Business",1994,0,0,164,203
"Merage School of Business",1995,0,0,164,392
"Merage School of Business",1996,0,0,171,429
"Merage School of Business",1997,0,0,180,305
"Merage School of Business",1998,0,0,194,518
"Merage School of Business",1999,0,0,202,520
"Merage School of Business",2000,0,0,203,410
"Merage School of Business",2001,0,0,191,216
"Merage School of Business",2002,0,0,187,581
"Merage School of Business",2003,0,0,193,540
"Merage School of Business",2004,0,0,205,483
"Merage School of Business",2005,0,0,209,342
"Merage School of Business",2006,0,0,211,452
"Merage School of Business",2007,0,0,224,649
"Merage School of Business",2008,0,0,253,409
"Merage School of Business",2009,1,1,169,208
"Merage School of Business",2010,0,1,178,239
"Merage School of Business",2011,0,1,183,300
"Merage School of Business",2012,0,0,295,308
"Merage School of Business",2013,0,0,302,381
"Merage School of Business",2014,0,0,298,562
"Merage School of Business",2015,0,0,306,409
"Merage School of Business",2016,0,0,325,374
"Merage School of Business",2017,0,0,344,356
"Merage School of Business",2018,0,0,360,430
"Mercer University",1990,0,0,99,358
"Mercer University",1991,0,0,141,453
"Mercer University",1992,0,0,165,646
"Mercer University",1993,0,0,159,607
"Mercer University",1994,0,0,164,202
"Mercer University",1995,0,0,164,349
"Mercer University",1996,0,0,171,511
"Mercer University",1997,0,0,180,640
"Mercer University",1998,0,0,194,350
"Mercer University",1999,1,1,111,201
"Mercer University",2000,0,1,103,113
"Mercer University",2001,0,1,111,147
"Mercer University",2002,0,0,187,637
"Mercer University",2003,0,0,193,485
"Mercer University",2004,0,0,205,533
"Mercer University",2005,0,0,209,414
"Mercer University",2006,0,0,211,571
"Mercer University",2007,0,0,224,557
"Mercer University",2008,0,0,253,362
"Mercer University",2009,0,0,288,298
"Mercer University",2010,0,0,299,622
"Mercer University",2011,0,0,302,657
"Mercer University",2012,0,0,295,462
"Mercer University",2013,0,0,302,485
"Mercer University",2014,0,0,298,384
"Mercer University",2015,0,0,306,455
"Mercer University",2016,0,0,325,636
"Mercer University",2017,0,0,344,371
"Mercer University",2018,0,0,360,523
"Miami University - Oxford, OH",1990,1,1,40,79
"Miami University - Oxford, OH",1991,0,1,65,86
"Miami University - Oxford, OH",1992,0,1,88,137
"Miami University - Oxford, OH",1993,0,0,159,240
"Miami University - Oxford, OH",1994,0,0,164,440
"Miami University - Oxford, OH",1995,0,0,164,345
"Miami University - Oxford, OH",1996,0,0,171,346
"Miami University - Oxford, OH",1997,1,1,100,101
"Miami University - Oxford, OH",1998,0,1,108,169
"Miami University - Oxford, OH",1999,0,1,111,136
"Miami University - Oxford, OH",2000,0,0,203,535
"Miami University - Oxford, OH",2001,0,0,191,270
"Miami University - Oxford, OH",2002,0,0,187,385
"Miami University - Oxford, OH",2003,0,0,193,586
"Miami University - Oxford, OH",2004,0,0,205,504
"Miami University - Oxford, OH",2005,0,0,209,316
"Miami University - Oxford, OH",2006,0,0,211,546
"Miami University - Oxford, OH",2007,0,0,224,617
"Miami University - Oxford, OH",2008,0,0,253,629
"Miami University - Oxford, OH",2009,0,0,288,559
"Miami University - Oxford, OH",2010,0,0,299,387
"Miami University - Oxford, OH",2011,1,1,183,274
"Miami University - Oxford, OH",2012,0,1,183,256
"Miami University - Oxford, OH",2013,0,1,188,284
"Miami University - Oxford, OH",2014,0,0,298,482
"Miami University - Oxford, OH",2015,1,1,190,265
"Miami University - Oxford, OH",2016,2,3,125,128
"Miami University - Oxford, OH",2017,2,5,91,108
"Miami University - Oxford, OH",2018,0,4,114,118
"Miami, U. of - Coral Gables",1990,0,0,99,305
"Miami, U. of - Coral Gables",1991,0,0,141,627
"Miami, U. of - Coral Gables",1992,0,0,165,174
"Miami, U. of - Coral Gables",1993,0,0,159,470
"Miami, U. of - Coral Gables",1994,0,0,164,297
"Miami, U. of - Coral Gables",1995,0,0,164,281
"Miami, U. of - Coral Gables",1996,0,0,171,386
"Miami, U. of - Coral Gables",1997,0,0,180,324
"Miami, U. of - Coral Gables",1998,0,0,194,250
"Miami, U. of - Coral Gables",1999,0,0,202,464
"Miami, U. of - Coral Gables",2000,0,0,203,403
"Miami, U. of - Coral Gables",2001,0,0,191,577
"Miami, U. of - Coral Gables",2002,0,0,187,588
"Miami, U. of - Coral Gables",2003,0,0,193,268
"Miami, U. of - Coral Gables",2004,0,0,205,552
"Miami, U. of - Coral Gables",2005,0,0,209,619
"Miami, U. of - Coral Gables",2006,0,0,211,445
"Miami, U. of - Coral Gables",2007,0,0,224,263
"Miami, U. of - Coral Gables",2008,0,0,253,572
"Miami, U. of - Coral Gables",2009,0,0,288,331
"Miami, U. of - Coral Gables",2010,0,0,299,376
"Miami, U. of - Coral Gables",2011,0,0,302,357
"Miami, U. of - Coral Gables",2012,0,0,295,295
"Miami, U. of - Coral Gables",2013,0,0,302,517
"Miami, U. of - Coral Gables",2014,0,0,298,655
"Miami, U. of - Coral Gables",2015,0,0,306,620
"Miami, U. of - Coral Gables",2016,0,0,325,612
"Miami, U. of - Coral Gables",2017,1,1,215,320
"Miami, U. of - Coral Gables",2018,4,5,98,108
"Miami, U. of - Miami",1990,0,0,99,501
"Miami, U. of - Miami",1991,0,0,141,567
"Miami, U. of - Miami",1992,1,1,88,157
"Miami, U. of - Miami",1993,0,1,81,108
"Miami, U. of - Miami",1994,0,1,84,130
"Miami, U. of - Miami",1995,0,0,164,332
"Miami, U. of - Miami",1996,1,1,87,142
"Miami, U. of - Miami",1997,0,1,100,110
"Miami, U. of - Miami",1998,2,3,56,56
"Miami, U. of - Miami",1999,0,2,78,105
"Miami, U. of - Miami",2000,0,2,79,79
"Miami, U. of - Miami",2001,2,2,81,81
"Miami, U. of - Miami",2002,1,3,63,67
"Miami, U. of - Miami",2003,1,4,60,70
"Miami, U. of - Miami",2004,1,3,76,88
"Miami, U. of - Miami",2005,2,4,68,71
"Miami, U. of - Miami",2006,1,4,71,73
"Miami, U. of - Miami",2007,1,4,75,76
"Miami, U. of - Miami",2008,1,3,91,109
"Miami, U. of - Miami",2009,1,3,102,107
"Miami, U. of - Miami",2010,2,4,89,100
"Miami, U. of - Miami",2011,3,6,80,84
"Miami, U. of - Miami",2012,0,5,88,89
"Miami, U. of - Miami",2013,2,5,92,99
"Miami, U. of - Miami",2014,1,3,122,123
"Miami, U. of - Miami",2015,3,6,78,84
"Miami, U. of - Miami",2016,3,7,71,75
"Miami, U. of - Miami",2017,1,7,74,75
"Miami, U. of - Miami",2018,0,4,114,116
"Michigan State University",1990,0,0,99,140
"Michigan State University",1991,0,0,141,544
"Michigan State University",1992,0,0,165,336
"Michigan State University",1993,1,1,81,126
"Michigan State University",1994,2,3,45,47
"Michigan State University",1995,2,5,31,36
"Michigan State University",1996,2,6,29,31
"Michigan State University",1997,1,5,37,39
"Michigan State University",1998,1,4,45,46
"Michigan State University",1999,3,5,46,47
"Michigan State University",2000,1,5,45,45
"Michigan State University",2001,1,5,46,52
"Michigan State University",2002,5,7,35,39
"Michigan State University",2003,1,7,40,42
"Michigan State University",2004,4,10,27,28
"Michigan State University",2005,1,6,51,58
"Michigan State University",2006,2,7,37,41
"Michigan State University",2007,4,7,42,51
"Michigan State University",2008,4,10,40,42
"Michigan State University",2009,4,12,36,39
"Michigan State University",2010,3,11,41,41
"Michigan State University",2011,4,11,41,46
"Michigan State University",2012,2,9,58,63
"Michigan State University",2013,5,11,48,52
"Michigan State University",2014,2,9,57,57
"Michigan State University",2015,4,11,49,49
"Michigan State University",2016,4,10,48,50
"Michigan State University",2017,1,9,57,60
"Michigan State University",2018,5,10,58,62
"Michigan, U. of - Ann Arbor",1990,9,9,4,4
"Michigan, U. of - Ann Arbor",1991,10,19,3,3
"Michigan, U. of - Ann Arbor",1992,7,26,3,3
"Michigan, U. of - Ann Arbor",1993,11,28,1,1
"Michigan, U. of - Ann Arbor",1994,8,26,2,2
"Michigan, U. of - Ann Arbor",1995,4,23,4,4
"Michigan, U. of - Ann Arbor",1996,5,17,5,5
"Michigan, U. of - Ann Arbor",1997,7,16,9,9
"Michigan, U. of - Ann Arbor",1998,7,19,6,6
"Michigan, U. of - Ann Arbor",1999,7,21,4,5
"Michigan, U. of - Ann Arbor",2000,7,21,4,5
"Michigan, U. of - Ann Arbor",2001,6,20,7,7
"Michigan, U. of - Ann Arbor",2002,0,13,16,17
"Michigan, U. of - Ann Arbor",2003,6,12,17,18
"Michigan, U. of - Ann Arbor",2004,7,13,19,19
"Michigan, U. of - Ann Arbor",2005,10,23,7,7
"Michigan, U. of - Ann Arbor",2006,4,21,9,9
"Michigan, U. of - Ann Arbor",2007,13,27,6,6
"Michigan, U. of - Ann Arbor",2008,14,31,4,5
"Michigan, U. of - Ann Arbor",2009,12,39,4,4
"Michigan, U. of - Ann Arbor",2010,11,37,4,4
"Michigan, U. of - Ann Arbor",2011,7,30,10,12
"Michigan, U. of - Ann Arbor",2012,4,22,17,17
"Michigan, U. of - Ann Arbor",2013,6,17,26,28
"Michigan, U. of - Ann Arbor",2014,8,18,25,25
"Michigan, U. of - Ann Arbor",2015,5,19,23,23
"Michigan, U. of - Ann Arbor",2016,6,19,20,22
"Michigan, U. of - Ann Arbor",2017,7,18,23,23
"Michigan, U. of - Ann Arbor",2018,9,22,18,18
"Michigan, U. of - Dearborn",1990,0,0,99,165
"Michigan, U. of - Dearborn",1991,0,0,141,304
"Michigan, U. of - Dearborn",1992,0,0,165,321
"Michigan, U. of - Dearborn",1993,0,0,159,412
"Michigan, U. of - Dearborn",1994,0,0,164,444
"Michigan, U. of - Dearborn",1995,0,0,164,213
"Michigan, U. of - Dearborn",1996,0,0,171,333
"Michigan, U. of - Dearborn",1997,0,0,180,496
"Michigan, U. of - Dearborn",1998,0,0,194,383
"Michigan, U. of - Dearborn",1999,0,0,202,419
"Michigan, U. of - Dearborn",2000,0,0,203,363
"Michigan, U. of - Dearborn",2001,0,0,191,245
"Michigan, U. of - Dearborn",2002,0,0,187,281
"Michigan, U. of - Dearborn",2003,0,0,193,311
"Michigan, U. of - Dearborn",2004,0,0,205,330
"Michigan, U. of - Dearborn",2005,0,0,209,471
"Michigan, U. of - Dearborn",2006,0,0,211,541
"Michigan, U. of - Dearborn",2007,1,1,134,188
"Michigan, U. of - Dearborn",2008,0,1,149,157
"Michigan, U. of - Dearborn",2009,0,1,169,279
"Michigan, U. of - Dearborn",2010,0,0,299,461
"Michigan, U. of - Dearborn",2011,0,0,302,452
"Michigan, U. of - Dearborn",2012,0,0,295,323
"Michigan, U. of - Dearborn",2013,0,0,302,409
"Michigan, U. of - Dearborn",2014,0,0,298,369
"Michigan, U. of - Dearborn",2015,1,1,190,224
"Michigan, U. of - Dearborn",2016,0,1,199,266
"Michigan, U. of - Dearborn",2017,0,1,215,317
"Michigan, U. of - Dearborn",2018,0,0,360,415
"Middlebury College",1990,0,0,99,250
"Middlebury College",1991,0,0,141,461
"Middlebury College",1992,0,0,165,544
"Middlebury College",1993,0,0,159,253
"Middlebury College",1994,0,0,164,622
"Middlebury College",1995,0,0,164,522
"Middlebury College",1996,0,0,171,656
"Middlebury College",1997,0,0,180,422
"Middlebury College",1998,0,0,194,505
"Middlebury College",1999,0,0,202,289
"Middlebury College",2000,0,0,203,361
"Middlebury College",2001,0,0,191,549
"Middlebury College",2002,0,0,187,295
"Middlebury College",2003,0,0,193,398
"Middlebury College",2004,0,0,205,431
"Middlebury College",2005,0,0,209,655
"Middlebury College",2006,0,0,211,292
"Middlebury College",2007,0,0,224,438
"Middlebury College",2008,0,0,253,355
"Middlebury College",2009,1,1,169,214
"Middlebury College",2010,0,1,178,246
"Middlebury College",2011,0,1,183,207
"Middlebury College",2012,0,0,295,523
"Middlebury College",2013,0,0,302,457
"Middlebury College",2014,0,0,298,393
"Middlebury College",2015,0,0,306,356
"Middlebury College",2016,0,0,325,622
"Middlebury College",2017,0,0,344,436
"Middlebury College",2018,0,0,360,481
"Minnesota, U. of - Minneapolis",1990,0,0,99,277
"Minnesota, U. of - Minneapolis",1991,1,1,65,125
"Minnesota, U. of - Minneapolis",1992,2,3,41,52
"Minnesota, U. of - Minneapolis",1993,3,6,29,30
"Minnesota, U. of - Minneapolis",1994,1,6,24,29
"Minnesota, U. of - Minneapolis",1995,1,5,31,34
"Minnesota, U. of - Minneapolis",1996,3,5,34,40
"Minnesota, U. of - Minneapolis",1997,0,4,41,44
"Minnesota, U. of - Minneapolis",1998,3,6,37,38
"Minnesota, U. of - Minneapolis",1999,1,4,52,53
"Minnesota, U. of - Minneapolis",2000,3,7,36,38
"Minnesota, U. of - Minneapolis",2001,1,5,46,51
"Minnesota, U. of - Minneapolis",2002,2,6,40,48
"Minnesota, U. of - Minneapolis",2003,3,6,43,43
"Minnesota, U. of - Minneapolis",2004,3,8,37,46
"Minnesota, U. of - Minneapolis",2005,3,9,27,28
"Minnesota, U. of - Minneapolis",2006,1,7,37,37
"Minnesota, U. of - Minneapolis",2007,5,9,34,38
"Minnesota, U. of - Minneapolis",2008,3,9,43,46
"Minnesota, U. of - Minneapolis",2009,2,10,46,51
"Minnesota, U. of - Minneapolis",2010,3,8,57,59
"Minnesota, U. of - Minneapolis",2011,2,7,70,72
"Minnesota, U. of - Minneapolis",2012,6,11,41,41
"Minnesota, U. of - Minneapolis",2013,9,17,26,26
"Minnesota, U. of - Minneapolis",2014,4,19,23,23
"Minnesota, U. of - Minneapolis",2015,7,20,22,22
"Minnesota, U. of - Minneapolis",2016,3,14,32,38
"Minnesota, U. of - Minneapolis",2017,6,16,30,30
"Minnesota, U. of - Minneapolis",2018,5,14,35,37
"Mississippi State University",1990,0,0,99,195
"Mississippi State University",1991,0,0,141,365
"Mississippi State University",1992,0,0,165,601
"Mississippi State University",1993,0,0,159,264
"Mississippi State University",1994,0,0,164,175
"Mississippi State University",1995,0,0,164,313
"Mississippi State University",1996,1,1,87,112
"Mississippi State University",1997,0,1,100,160
"Mississippi State University",1998,0,1,108,185
"Mississippi State University",1999,0,0,202,335
"Mississippi State University",2000,0,0,203,382
"Mississippi State University",2001,0,0,191,277
"Mississippi State University",2002,0,0,187,355
"Mississippi State University",2003,0,0,193,364
"Mississippi State University",2004,0,0,205,353
"Mississippi State University",2005,0,0,209,486
"Mississippi State University",2006,0,0,211,263
"Mississippi State University",2007,0,0,224,296
"Mississippi State University",2008,0,0,253,552
"Mississippi State University",2009,0,0,288,581
"Mississippi State University",2010,0,0,299,564
"Mississippi State University",2011,0,0,302,326
"Mississippi State University",2012,0,0,295,447
"Mississippi State University",2013,0,0,302,370
"Mississippi State University",2014,0,0,298,371
"Mississippi State University",2015,0,0,306,367
"Mississippi State University",2016,0,0,325,473
"Mississippi State University",2017,2,2,162,189
"Mississippi State University",2018,1,3,138,153
"Mississippi, U. of - Oxford",1990,0,0,99,567
"Mississippi, U. of - Oxford",1991,0,0,141,302
"Mississippi, U. of - Oxford",1992,0,0,165,651
"Mississippi, U. of - Oxford",1993,0,0,159,401
"Mississippi, U. of - Oxford",1994,0,0,164,215
"Mississippi, U. of - Oxford",1995,0,0,164,406
